age,income,debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income_ratio,default
30,29916.77,18446.17,18684.95,10.4,2,2,16.3,0.6166,0
40,29133.9,2571.59,7052.83,27.3,1,6,14.5,0.0883,0
48,28203.06,620.13,2905.1,5.4,1,5,2.8,0.022,0
37,52723.05,11544.05,11368.26,8.4,0,4,4.9,0.219,0
52,64144.0,13821.54,4164.13,8.3,0,3,12.2,0.2155,0
68,30225.08,19811.18,11741.18,5.4,3,1,3.6,0.6555,0
30,17293.97,9832.21,13736.55,4.4,1,0,5.2,0.5685,0
23,78015.6,61264.68,32690.28,6.3,0,6,20.7,0.7853,1
43,,19521.86,3999.53,7.6,4,4,6.6,0.5692,0
48,102558.96,34316.68,27632.73,4.2,1,5,9.8,0.3346,0
37,9439.41,5277.97,14450.21,14.0,1,5,7.4,0.5591,0
57,40832.84,32648.6,30426.81,11.0,2,1,4.3,0.7996,0
23,114824.92,65233.59,9457.84,3.6,0,6,8.7,0.5681,0
48,29379.18,17902.06,4601.81,6.2,3,4,3.6,0.6093,0
32,31720.04,23811.98,5044.23,8.8,3,3,10.0,0.7507,0
60,43360.62,3942.39,4753.11,12.3,1,6,15.9,0.0909,0
63,25970.65,14642.96,19579.75,7.7,1,4,7.1,0.5638,0
30,30114.34,20497.17,43544.45,11.9,1,5,7.0,0.6806,0
33,29652.77,22639.98,8501.85,9.9,1,4,10.2,0.7635,0
50,24923.03,4206.4,22099.46,12.7,2,5,2.8,0.1688,0
35,75910.78,30602.92,3949.11,4.9,0,2,12.1,0.4031,0
39,47889.27,26073.02,15432.9,11.2,2,5,12.0,0.5444,0
40,42208.5,8356.19,22807.62,7.8,1,2,15.0,0.198,0
18,58991.14,28338.06,4194.38,15.1,1,5,6.5,0.4804,0
39,30988.97,6385.68,11349.09,4.9,0,2,10.6,0.2061,0
31,22821.94,6088.11,23688.23,10.0,1,3,20.0,0.2668,0
34,25296.6,8935.14,1277.91,8.5,0,2,,0.3532,0
57,36354.37,15390.7,38884.95,7.3,2,2,13.3,0.4234,0
24,19234.73,6914.74,17728.76,6.4,4,4,20.0,0.3595,0
49,26898.97,10613.16,23703.6,6.7,1,2,5.8,0.3946,1
36,26644.29,6364.55,9602.94,19.8,2,6,4.6,0.2389,0
36,129927.74,16523.18,3367.15,7.2,1,8,3.2,0.1272,0
49,6875.44,260.44,20480.95,18.9,1,5,10.3,0.0379,0
44,32605.24,5111.95,12505.55,7.3,1,4,14.9,0.1568,0
46,102274.56,47614.42,13707.42,9.0,0,0,1.4,0.4656,0
51,39069.86,24570.74,31891.21,8.1,2,4,8.7,0.6289,0
36,57070.95,7727.3,24579.08,19.6,1,5,19.7,0.1354,0
32,38557.11,3348.46,62130.35,13.1,0,7,12.4,0.0868,0
26,24333.27,14586.15,15109.57,6.0,2,10,,0.5994,0
30,9460.22,2309.49,7685.03,3.0,2,6,9.6,0.2441,0
75,41079.87,31269.98,11490.39,6.1,1,3,15.7,0.7612,0
54,22802.74,13030.73,18630.04,16.7,1,6,9.9,0.5715,0
23,22466.91,5872.96,30112.19,3.7,2,3,7.7,0.2614,0
24,26919.54,6235.49,4131.41,3.1,2,3,9.1,0.2316,0
45,103457.57,43344.45,13451.29,5.3,1,2,3.6,0.419,0
46,153722.23,9733.04,48418.31,4.2,0,4,7.4,0.0633,0
46,41370.56,3894.67,11024.03,4.7,2,8,17.9,0.0941,0
36,27477.96,3865.77,28136.12,2.1,1,5,6.2,0.1407,0
38,17919.85,11106.34,19820.94,9.1,3,2,9.1,0.6198,0
43,48104.17,19774.95,28701.04,10.2,0,2,10.5,0.4111,0
41,105846.3,894.79,6989.69,7.2,0,5,6.9,0.0085,0
18,31306.96,16868.6,7014.11,3.0,0,4,11.9,0.5388,0
37,8713.27,2953.38,13578.15,5.3,5,3,7.4,0.339,0
29,54286.44,22185.89,3921.47,10.0,0,5,18.6,0.4087,0
42,65594.02,11235.8,10766.64,10.8,2,4,11.7,0.1713,0
75,14023.54,6190.35,16355.2,2.1,1,3,2.8,0.4414,1
44,40371.95,31624.26,55698.5,8.3,2,6,16.6,0.7833,0
36,47607.02,2797.19,18438.1,5.0,1,5,8.3,0.0588,0
51,34756.98,7894.49,22030.49,8.0,2,2,5.7,0.2271,0
45,22596.21,4392.66,33913.91,3.2,1,5,19.4,0.1944,0
45,66806.95,13283.86,6175.06,2.4,3,3,1.8,0.1988,0
47,28508.92,8637.21,11706.9,7.1,2,3,16.4,0.303,0
64,14896.6,9749.64,92997.7,7.5,0,4,15.3,0.6545,1
26,10618.1,7754.26,12540.29,4.5,4,9,11.3,0.7303,0
45,77382.02,12518.25,32635.13,18.0,1,0,10.3,0.1618,0
28,52575.13,22836.53,28882.48,5.0,7,2,6.5,0.4344,0
46,38283.88,19506.37,4094.95,4.9,0,4,16.5,0.5095,0
28,27884.75,11640.82,17126.52,8.1,3,7,12.0,0.4175,0
34,,9181.29,15023.91,7.5,2,4,17.7,0.3473,0
36,19044.96,2924.93,17395.5,5.0,5,2,9.8,0.1536,0
51,28032.69,10948.88,7307.89,10.1,0,4,19.7,0.3906,0
51,10177.63,3266.73,5466.89,10.1,3,5,3.5,0.321,0
25,23350.22,14861.26,9128.82,8.2,1,2,7.1,0.6365,0
40,30134.85,18408.88,12354.36,9.0,1,5,,0.6109,0
31,52361.56,5613.1,34474.93,7.8,0,4,14.8,0.1072,0
24,35455.87,2510.82,57173.66,7.5,1,3,6.2,0.0708,1
37,58510.05,42508.91,40834.32,3.2,2,3,1.1,0.7265,0
36,81591.56,34954.37,26586.22,8.5,0,6,16.5,0.4284,0
69,68521.45,47022.21,5982.1,13.2,1,3,14.8,0.6862,0
45,48161.05,2240.5,9632.36,9.1,2,5,8.0,0.0465,0
23,36574.9,15405.8,15802.78,6.6,1,3,7.2,0.4212,0
33,20161.44,8700.49,8055.0,12.9,1,6,6.1,0.4315,0
52,56611.44,38980.47,21200.17,9.1,1,5,8.0,0.6886,1
65,99493.58,7769.25,23774.98,4.9,2,4,9.5,0.0781,0
20,44589.94,8577.16,20517.47,12.9,0,7,15.6,0.1924,0
18,114732.14,37314.41,30336.52,5.8,4,4,12.9,0.3252,0
62,14539.97,10071.45,6479.04,3.9,0,3,1.8,0.6927,1
44,18169.54,13647.26,28177.05,4.5,2,4,2.8,0.7511,0
29,60664.92,48178.85,7657.83,5.5,3,4,9.7,0.7942,0
46,42555.91,32655.48,6293.37,3.1,2,5,11.4,0.7674,0
18,79879.08,379.7,20449.07,15.9,2,4,2.8,0.0048,0
40,35979.95,1373.23,35337.46,2.3,2,8,16.5,0.0382,0
43,21573.37,2547.5,19740.17,10.9,1,4,7.0,0.1181,0
51,31947.34,8916.17,13583.94,9.3,1,7,3.6,0.2791,0
27,14478.06,9612.48,17122.06,9.0,2,7,4.7,0.6639,0
41,18450.48,13175.95,14900.37,10.1,0,9,13.8,0.7141,0
28,65086.11,9728.26,5427.53,7.0,1,6,19.6,0.1495,0
43,61308.42,30392.5,4943.87,10.9,2,6,4.8,0.4957,0
29,45152.57,33137.0,12543.27,7.4,0,8,3.4,0.7339,0
35,12930.62,4797.07,14241.07,6.2,0,5,12.4,0.371,0
28,29288.72,2426.13,13481.4,3.4,0,3,8.0,0.0828,0
47,17413.48,6377.7,22945.6,9.6,2,6,14.6,0.3663,0
50,73564.65,22116.18,11244.32,9.7,0,2,9.8,0.3006,0
37,25585.13,11823.56,20960.26,7.8,1,3,5.3,0.4621,0
40,18930.91,6643.37,11900.44,12.2,1,7,6.2,0.3509,0
22,36970.58,513.03,57450.97,14.7,0,6,6.5,0.0139,0
36,24733.34,19667.91,14250.84,5.7,2,2,11.0,0.7952,0
39,,38462.97,86905.63,11.1,1,1,11.8,0.4348,1
71,23367.78,8854.16,17705.12,3.3,2,1,17.4,0.3789,0
26,15685.05,11978.58,11260.52,8.1,1,3,23.9,0.7637,0
57,9979.14,1244.28,6505.75,7.1,4,3,,0.1247,0
51,35650.84,5397.18,4211.98,12.4,3,1,9.1,0.1514,0
43,25921.86,16756.2,6044.15,6.0,3,3,9.7,0.6464,0
61,15408.23,3215.16,6609.84,15.2,4,5,,0.2087,0
44,74127.06,47395.48,18321.97,6.8,0,3,12.6,0.6394,0
44,54195.17,11772.64,8769.79,3.3,1,4,10.5,0.2172,0
39,35705.83,947.99,15514.68,2.5,2,3,3.9,0.0266,0
54,82338.64,34056.23,37256.54,11.7,4,4,11.3,0.4136,0
53,54042.26,8503.5,12453.45,3.1,1,7,6.3,0.1573,0
32,22165.37,13438.35,70496.99,10.3,0,3,9.9,0.6063,0
24,19466.84,9985.7,5215.3,11.6,0,1,12.7,0.513,0
37,59325.17,43834.31,11843.48,4.9,1,3,13.2,0.7389,0
30,46065.53,28855.02,8678.03,9.2,1,3,4.9,0.6264,1
39,40209.1,5815.07,28260.07,18.0,2,2,8.6,0.1446,1
54,21853.17,13988.8,2226.46,7.2,2,4,6.5,0.6401,0
34,52300.88,26850.73,4211.22,2.7,2,3,4.7,0.5134,0
39,23079.51,12351.26,12260.31,5.4,0,6,9.2,0.5352,0
40,34159.91,22744.02,46216.96,19.2,1,4,10.5,0.6658,0
50,86523.08,39719.22,16005.27,12.1,1,4,6.7,0.4591,0
18,,9106.96,4531.29,3.6,3,3,6.0,0.3728,0
32,14132.13,7197.68,5126.95,,3,4,12.1,0.5093,0
42,19311.8,4603.28,50939.39,15.0,3,3,20.4,0.2384,0
54,65945.19,9633.12,8128.18,6.0,2,8,10.1,0.1461,0
34,42312.54,20871.52,6283.17,3.3,2,7,22.5,0.4933,0
18,33613.18,6288.31,43560.15,13.8,1,4,12.2,0.1871,0
47,26756.79,1710.62,29997.75,20.6,2,2,6.7,0.0639,0
32,48592.09,21.54,37021.26,5.0,1,3,4.7,0.0004,1
25,21819.01,10618.34,6247.69,11.7,2,2,7.4,0.4867,0
32,43625.6,12639.17,3943.86,5.0,0,7,12.3,0.2897,0
37,23417.7,14093.91,14861.56,4.9,1,1,3.1,0.6018,0
32,21192.54,6360.75,17467.56,9.2,2,1,5.3,0.3001,0
18,24772.95,9631.79,17884.35,4.5,1,2,7.2,0.3888,0
50,28991.43,9441.58,43588.44,7.7,0,4,6.7,0.3257,0
55,35266.97,18355.04,3337.53,15.3,1,2,5.3,0.5205,0
47,41826.0,11916.7,26575.79,2.9,1,3,10.1,0.2849,0
26,3971.82,3062.33,5556.37,12.6,2,6,3.9,0.771,0
37,22368.51,16752.17,26491.74,8.8,1,4,17.2,0.7489,0
39,28711.64,19478.62,9136.52,10.2,0,13,9.5,0.6784,1
47,89593.43,65962.29,6966.18,8.3,1,6,22.0,0.7362,0
48,18996.28,6825.59,8201.55,16.4,3,3,11.0,0.3593,0
31,,17183.69,4202.82,9.8,0,5,13.3,0.4291,0
40,,52870.11,13798.89,6.3,6,5,9.4,0.5937,0
45,16518.21,9199.27,7200.18,8.8,2,5,12.8,0.5569,0
57,45999.47,32776.59,25060.26,6.1,1,5,13.1,0.7125,0
48,22440.82,12860.04,22293.38,5.1,0,5,13.8,0.5731,0
49,26828.49,21417.39,51561.25,14.4,0,7,5.5,0.7983,1
41,22429.53,6253.46,17909.06,6.1,3,6,5.4,0.2788,0
56,23409.23,15599.87,20262.8,2.4,1,6,12.9,0.6664,0
44,185934.04,103771.25,40948.88,10.2,2,1,4.2,0.5581,1
29,60275.05,33338.68,8085.84,6.4,2,7,6.9,0.5531,0
56,70336.26,18334.45,4061.85,18.2,2,5,0.8,0.2607,0
48,48785.87,30661.01,15678.96,11.2,0,5,5.4,0.6285,0
34,13852.85,9978.22,4280.79,17.7,1,3,2.2,0.7203,0
34,46026.6,8047.23,95144.39,12.4,1,2,4.7,0.1748,1
43,69130.95,34592.95,42804.51,14.6,0,4,7.8,0.5004,0
45,21762.86,6827.18,75446.65,9.9,0,3,4.2,0.3137,1
42,64808.76,51305.11,14044.1,12.9,2,2,4.9,0.7916,0
43,55414.79,21227.54,20753.27,4.7,4,5,20.5,0.3831,0
60,110329.21,20152.31,9250.38,12.4,6,3,16.3,0.1827,0
52,28263.6,8634.14,27074.29,3.2,1,8,15.8,0.3055,0
42,18796.64,9831.97,5052.13,7.7,4,6,10.9,0.5231,0
51,29232.11,1779.4,1746.77,5.5,1,5,7.4,0.0609,1
27,85934.67,41496.27,7097.03,9.3,0,9,12.2,0.4829,0
44,12124.17,9032.26,4169.79,6.0,2,5,6.3,0.745,0
61,10498.36,7141.93,43579.47,3.3,1,5,13.3,0.6803,1
37,38316.55,2074.41,57099.0,3.1,2,1,,0.0541,1
29,27846.05,22129.59,4348.81,3.5,1,4,5.2,0.7947,0
32,36484.28,20394.04,37547.89,,1,2,5.7,0.559,0
26,64035.13,8313.34,28598.46,9.6,1,3,4.0,0.1298,0
30,26067.86,258.93,3805.41,6.0,2,3,14.2,0.0099,0
35,11804.03,1617.46,9776.98,10.4,0,4,10.3,0.137,0
23,,83035.05,8399.01,7.2,2,7,5.0,0.6705,0
40,19963.54,345.6,24304.0,10.0,2,5,21.8,0.0173,0
50,19236.75,3588.0,4998.92,8.0,0,1,3.0,0.1865,0
29,70419.96,42663.54,12343.71,12.7,2,5,9.2,0.6058,0
58,28833.88,13519.87,7717.55,4.6,1,7,,0.4689,0
46,34960.22,21891.69,19509.81,2.1,1,3,10.1,0.6262,0
52,48517.22,28960.92,11232.5,7.3,3,3,3.8,0.5969,0
32,69574.25,2816.44,8706.31,8.5,2,5,9.7,0.0405,0
50,29730.35,21227.74,11263.95,,1,2,11.2,0.714,0
26,90397.44,16418.48,68106.93,4.4,1,3,4.5,0.1816,1
50,10082.13,4463.5,9570.88,11.0,2,2,5.1,0.4427,0
42,57289.48,29528.75,5809.19,11.2,0,4,4.3,0.5154,0
46,21944.76,2960.4,21306.06,7.1,3,3,6.2,0.1349,0
25,82732.09,64612.52,11910.56,2.6,1,4,6.4,0.781,0
29,39546.27,15443.8,4306.21,10.8,2,2,6.5,0.3905,0
47,24252.06,1118.36,79634.05,8.4,1,3,16.5,0.0461,1
28,54052.15,40528.82,10077.06,5.6,0,0,2.9,0.7498,0
45,62063.48,29108.66,9874.44,13.4,2,3,1.2,0.469,0
23,53377.07,29856.71,15182.04,1.3,2,5,5.4,0.5594,0
50,19578.4,8225.68,53321.42,7.7,1,3,1.6,0.4201,1
25,27162.42,18138.8,3484.93,10.9,0,5,6.5,0.6678,0
46,36226.87,960.26,16660.38,3.2,1,6,13.5,0.0265,0
47,35427.52,7606.38,70956.18,3.0,0,7,3.1,0.2147,1
31,56945.35,21395.43,14808.89,19.1,2,3,3.3,0.3757,0
46,10840.66,664.35,4972.77,11.1,3,8,7.5,0.0613,0
43,44382.31,25063.81,8146.0,16.5,0,1,16.0,0.5647,0
33,30516.15,9610.47,15764.35,12.9,1,3,8.5,0.3149,0
27,21958.28,4789.86,38740.59,9.5,0,2,15.9,0.2181,0
18,23260.41,62.87,10183.57,20.5,1,3,4.9,0.0027,0
44,31929.24,18386.91,25882.48,8.9,4,4,14.8,0.5759,0
21,4185.36,2791.83,4237.4,7.3,2,2,5.7,0.667,0
41,23842.53,7535.01,4209.19,12.9,5,4,6.1,0.316,0
36,21472.13,9691.97,9079.36,13.6,0,5,5.4,0.4514,0
48,49994.58,9106.48,42210.44,10.3,0,4,9.8,0.1821,1
36,22397.04,11148.31,14116.5,5.6,0,7,3.5,0.4978,0
36,31918.2,309.92,16845.67,12.9,2,4,7.2,0.0097,0
48,,35814.25,16688.31,5.5,1,3,21.8,0.3909,0
44,65947.28,33986.88,32447.1,8.1,3,3,6.3,0.5154,0
43,62402.64,45838.07,8199.46,4.4,2,0,7.1,0.7346,0
45,26905.25,8207.95,23170.34,4.6,1,3,14.6,0.3051,0
21,50302.97,30793.07,6872.57,1.6,1,4,7.0,0.6122,0
49,31560.49,15090.64,65291.56,7.2,2,4,11.6,0.4781,1
47,32284.55,23942.54,7042.28,9.7,1,6,1.9,0.7416,0
27,46435.11,14798.97,6595.14,20.1,2,4,8.5,0.3187,0
37,25382.21,6479.48,20738.27,5.2,1,4,10.4,0.2553,0
39,88947.52,63127.26,14240.29,8.3,2,5,9.3,0.7097,0
38,32988.75,1299.61,17352.33,7.4,1,2,5.8,0.0394,0
44,52628.67,5742.23,16024.13,9.9,3,6,5.3,0.1091,0
57,86973.63,5733.61,5584.14,6.6,2,3,8.2,0.0659,0
52,67439.91,45487.41,48566.4,11.2,2,3,12.5,0.6745,0
24,15594.11,132.33,27305.24,4.2,4,3,5.3,0.0085,0
47,47426.55,32692.34,39622.8,7.9,1,7,6.0,0.6893,0
55,60502.0,21842.08,8754.61,9.6,4,6,8.0,0.361,0
44,62014.15,199.7,18642.87,14.0,0,5,,0.0032,0
53,18620.59,5983.1,15644.81,11.3,3,4,3.3,0.3213,0
64,24484.09,3658.92,32938.65,7.8,0,5,2.5,0.1494,0
52,65955.46,32946.1,33799.41,4.6,3,4,9.2,0.4995,1
42,22992.97,12496.38,15590.87,21.5,4,4,6.7,0.5435,0
52,30338.79,11832.8,3966.5,5.0,0,3,7.9,0.39,0
41,93482.12,3030.28,55477.32,3.4,3,3,1.3,0.0324,0
40,35288.78,18523.19,20843.34,5.4,2,3,7.7,0.5249,1
35,23480.73,15817.35,8211.17,,0,4,11.8,0.6736,0
58,21448.92,12360.14,18494.59,9.5,3,7,4.7,0.5763,1
30,44339.52,29439.95,3988.32,7.7,2,2,8.1,0.664,0
58,16319.42,2617.76,31078.84,6.8,0,4,10.9,0.1604,0
45,31307.04,22262.76,4117.62,7.3,3,6,20.3,0.7111,0
23,44353.12,11432.23,11196.23,5.6,1,4,5.4,0.2578,0
44,79180.86,849.12,16245.38,1.9,2,5,6.5,0.0107,0
18,54205.02,36572.85,30670.97,12.9,2,2,7.4,0.6747,0
47,23660.47,17827.15,14548.39,5.9,1,4,7.0,0.7535,0
50,73647.95,38624.41,22202.72,3.1,2,6,6.6,0.5244,0
32,30342.09,5617.82,13062.05,2.3,2,5,2.7,0.1851,0
41,17302.01,3484.55,13020.12,15.6,3,2,7.7,0.2014,0
63,32753.83,12226.16,14305.25,6.3,0,6,7.6,0.3733,0
33,86068.74,61820.15,11484.5,6.2,1,6,2.1,0.7183,0
27,40100.5,4799.15,3465.96,10.2,1,3,2.6,0.1197,0
57,,24177.48,7225.28,5.6,2,6,1.5,0.6608,0
63,96986.49,22601.95,16249.54,2.9,1,2,12.0,0.233,0
40,15385.6,9952.47,10945.71,5.3,1,6,14.1,0.6469,0
52,16791.71,12362.34,11794.08,8.9,4,6,9.9,0.7362,0
56,13773.37,4710.43,10314.61,,2,5,15.0,0.342,0
31,45414.6,13262.9,6695.03,4.5,1,10,5.4,0.292,0
34,40130.66,25754.94,9004.87,3.8,2,5,2.0,0.6418,0
54,91641.71,38818.17,10451.85,9.6,4,5,12.8,0.4236,0
60,42027.74,23012.68,13414.81,8.8,2,3,4.9,0.5476,0
46,28495.62,14198.32,18300.85,10.4,0,1,3.8,0.4983,0
29,36354.63,4446.57,11562.93,6.8,0,7,14.9,0.1223,0
63,38973.0,26339.21,5862.17,5.9,1,4,6.0,0.6758,0
33,13318.95,2086.02,4365.7,4.6,1,2,14.0,0.1566,0
35,184646.6,137714.18,106718.5,6.3,1,3,15.5,0.7458,1
44,49608.76,9944.42,5410.78,2.4,4,3,4.8,0.2005,0
58,41192.23,24184.16,8822.85,9.1,2,3,10.7,0.5871,0
50,52527.83,11961.86,20203.28,6.0,0,5,11.1,0.2277,0
44,55583.77,14130.97,17830.91,13.8,1,5,13.3,0.2542,0
45,33378.52,8277.92,20265.85,7.5,3,3,6.0,0.248,1
40,24865.97,14877.65,9375.23,1.9,1,7,2.8,0.5983,0
46,,23179.07,16168.92,8.5,1,5,2.6,0.4455,0
18,45771.94,32331.56,14031.71,21.8,1,2,7.8,0.7064,1
36,22338.48,5492.99,10407.63,9.6,1,3,5.5,0.2459,0
42,85086.3,47103.27,16257.8,11.9,2,5,11.1,0.5536,0
26,43304.47,26084.83,31079.15,14.6,1,4,9.6,0.6024,1
44,56268.58,6818.95,13124.55,4.4,2,5,1.9,0.1212,0
37,83713.25,26827.71,13194.59,,0,6,16.5,0.3205,0
61,36795.59,14212.44,31398.92,4.5,0,1,8.7,0.3863,0
58,43922.03,12498.01,28827.59,11.1,3,8,4.9,0.2845,0
34,59042.71,15214.72,47436.59,4.6,2,1,11.2,0.2577,1
38,23507.7,12908.92,3278.09,6.8,0,8,4.8,0.5491,0
39,37512.56,6478.16,27559.3,11.6,1,6,10.1,0.1727,0
34,39156.79,22221.97,21617.62,11.0,2,2,2.3,0.5675,0
42,20462.82,15306.91,6577.95,8.4,0,5,5.5,0.748,0
30,145886.19,65963.61,16338.35,14.7,2,4,12.4,0.4522,0
26,15609.33,7635.26,30973.81,11.6,2,4,9.7,0.4891,0
47,16666.19,919.08,6882.06,5.3,2,2,4.8,0.0551,0
47,79900.38,55257.63,19035.29,3.0,3,2,7.9,0.6916,0
30,55712.5,12722.41,26824.82,4.2,1,2,5.6,0.2284,0
50,19622.28,9654.96,5671.36,12.0,2,5,11.6,0.492,0
32,52280.22,40950.56,11922.37,9.6,0,7,8.6,0.7833,0
43,87615.24,41740.08,16996.7,14.8,1,5,3.1,0.4764,0
49,35662.04,20675.69,7066.32,10.1,3,1,12.5,0.5798,0
39,172696.97,61524.28,6612.24,11.7,2,2,17.6,0.3563,1
45,12907.49,623.34,11991.63,9.1,1,0,6.2,0.0483,0
33,55066.35,35136.71,25369.72,5.1,0,3,4.8,0.6381,0
37,73124.37,2047.41,22359.07,5.0,1,4,2.7,0.028,0
37,61994.83,34749.73,6706.75,4.3,0,5,5.6,0.5605,0
31,32124.9,589.08,22510.44,5.1,0,5,1.1,0.0183,0
37,30507.72,21045.57,6844.83,15.0,0,2,12.2,0.6898,0
21,47405.2,5978.21,3684.4,10.9,0,3,10.6,0.1261,0
34,59245.95,24374.8,9959.53,6.9,1,5,3.5,0.4114,0
36,52129.38,24903.28,32806.29,9.7,1,5,3.7,0.4777,0
36,67780.83,24810.25,22578.84,9.6,1,1,10.1,0.366,0
37,19705.99,5372.07,13342.94,15.7,1,5,1.4,0.2726,1
39,31676.72,11855.06,9572.37,6.5,1,4,2.7,0.3743,0
45,20660.74,5147.26,9780.93,8.8,1,7,17.6,0.2491,0
50,28805.81,10096.38,14574.49,11.8,1,5,1.6,0.3505,0
32,66778.24,19174.06,5683.09,5.1,4,8,9.9,0.2871,0
25,38746.29,17550.67,10112.36,16.5,2,1,5.4,0.453,0
27,173531.69,33029.91,11243.49,11.5,2,4,6.6,0.1903,0
34,40783.95,32257.06,4533.01,4.2,3,4,8.8,0.7909,0
35,37639.72,15082.08,6831.1,19.5,1,3,2.0,0.4007,0
30,38704.45,6011.95,18553.35,14.7,2,2,9.2,0.1553,0
24,24768.17,9452.86,13461.78,10.7,1,4,3.1,0.3817,0
34,35076.9,24312.93,10435.73,2.1,1,5,5.1,0.6931,0
42,71444.26,1246.38,6443.7,5.7,3,7,13.0,0.0174,0
47,38885.72,21139.96,47168.42,8.4,4,5,12.5,0.5436,1
33,22559.78,9889.63,6833.67,8.8,1,4,2.2,0.4384,0
35,20846.66,2827.77,16338.41,8.0,1,1,4.9,0.1356,0
28,27719.15,18127.8,9042.62,3.5,2,5,2.9,0.654,1
39,37961.13,11202.62,13753.15,6.7,2,3,9.3,0.2951,0
29,74321.23,17468.58,19265.82,7.1,1,4,25.4,0.235,0
46,16247.7,10764.1,4463.97,1.8,0,6,15.7,0.6625,0
18,29974.56,15311.61,13289.2,10.6,0,2,8.3,0.5108,0
35,39600.06,28456.89,34633.72,17.5,2,5,7.3,0.7186,0
43,12085.68,6090.06,54677.17,7.4,1,4,5.1,0.5039,1
42,22022.96,13052.0,12039.99,10.7,2,4,3.2,0.5927,0
72,24150.66,16160.58,13812.72,4.3,1,7,6.6,0.6692,0
44,22525.83,986.44,78359.81,9.4,5,5,6.9,0.0438,1
27,40746.85,25297.24,33121.55,9.5,1,8,14.0,0.6208,0
38,32980.25,16192.15,8153.25,13.8,3,3,3.5,0.491,0
18,26025.4,1447.17,8142.18,15.3,1,0,7.4,0.0556,0
39,46947.14,19101.02,28716.86,10.7,2,2,9.8,0.4069,0
30,102113.97,6736.1,5950.14,5.2,1,5,7.9,0.066,0
50,97105.56,57171.65,31894.26,5.1,5,1,4.5,0.5888,1
33,11456.78,5008.92,17456.02,15.2,2,2,13.7,0.4372,0
38,51340.92,39165.87,20214.93,2.6,2,4,16.2,0.7629,0
32,32636.48,4781.52,10879.25,3.7,4,5,8.2,0.1465,0
60,39858.59,19324.51,8071.87,5.7,1,5,10.4,0.4848,0
36,28596.23,4840.36,43027.48,10.2,3,3,3.5,0.1693,1
61,38970.23,19144.2,10966.61,17.2,4,5,5.4,0.4913,0
49,39769.06,22991.28,9616.66,17.9,1,6,8.8,0.5781,0
45,25658.47,14826.58,12530.12,1.4,0,1,12.7,0.5778,1
44,21208.97,13829.5,15590.51,9.2,0,6,11.5,0.6521,0
44,27744.21,18944.86,5856.69,7.7,1,2,5.0,0.6828,0
18,41795.98,2583.72,8502.39,4.7,3,3,6.2,0.0618,0
36,52020.74,14285.61,8148.38,1.3,3,6,8.5,0.2746,0
50,60597.53,33310.34,26271.09,7.6,1,5,22.2,0.5497,0
39,26997.13,10768.32,6576.32,3.6,7,4,10.0,0.3989,0
23,43058.15,6568.12,3279.3,10.0,2,2,6.2,0.1525,0
39,64699.03,28607.82,2769.23,8.0,1,7,6.3,0.4422,0
60,73083.43,23821.44,4120.36,2.1,2,3,8.4,0.3259,0
54,35055.94,10938.53,39704.93,6.9,2,3,9.0,0.312,0
39,31806.98,20604.66,13534.07,2.9,3,4,5.7,0.6478,1
51,40728.14,13280.58,19950.3,9.0,3,5,9.7,0.3261,0
35,18218.18,385.56,20520.72,,2,2,9.0,0.0212,0
19,32332.7,1501.88,13973.91,6.1,0,2,1.7,0.0465,0
28,56769.35,38886.73,12583.92,14.8,2,5,6.7,0.685,0
58,53378.76,41020.54,30810.82,9.1,1,5,19.6,0.7685,1
36,30879.24,17006.05,15014.88,7.9,5,2,3.1,0.5507,0
37,41383.23,12062.99,40916.06,,1,3,1.8,0.2915,1
36,22141.52,16625.63,21953.11,6.9,3,5,3.4,0.7509,1
62,55386.73,29368.4,8149.92,6.7,3,4,10.1,0.5302,0
59,34658.81,23410.88,8975.85,3.6,3,2,3.8,0.6755,0
66,30774.11,18854.74,7465.35,16.6,0,0,6.3,0.6127,0
38,29230.43,8865.92,35384.83,6.8,2,7,1.8,0.3033,0
43,34970.62,13392.41,9662.03,17.9,2,6,3.6,0.383,0
21,27757.83,4133.3,7053.09,11.1,2,6,5.0,0.1489,0
57,53900.0,12591.65,17254.4,7.2,2,5,5.7,0.2336,0
25,28647.74,17833.23,12360.56,8.4,4,2,7.7,0.6225,1
42,94445.52,67545.8,16909.9,11.2,3,3,4.7,0.7152,0
26,87476.57,50698.65,60587.94,13.1,1,4,9.4,0.5796,0
32,21270.45,7915.56,27735.17,7.8,2,4,16.7,0.3721,0
29,37866.52,2620.64,13651.55,12.4,0,2,3.5,0.0692,0
32,24577.98,1119.73,4329.73,11.0,0,1,6.7,0.0456,0
33,29852.13,8939.53,8955.56,11.3,2,4,19.8,0.2995,1
33,120747.45,44804.23,23596.1,12.5,0,9,3.1,0.3711,0
50,30195.77,14714.29,5235.24,5.5,2,6,11.9,0.4873,0
26,45077.37,234.02,74070.77,15.6,2,2,8.9,0.0052,1
42,50251.35,39787.93,13514.7,9.6,1,3,3.2,0.7918,0
54,19922.85,5800.56,13892.14,13.0,1,3,8.9,0.2912,1
33,21740.73,14750.56,7837.57,7.8,1,6,8.5,0.6785,0
31,17612.89,7537.85,19878.42,8.9,0,4,18.4,0.428,0
